person,phrase,augmentation,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,spectral_rolloff_mean,spectral_rolloff_std,energy_mean,energy_std,zero_crossing_rate_mean
member2,approve,noisy,-134.53850073847968,16.452313150557355,23.31120350441605,23.54660977149094,22.49703794682756,20.398459238839745,17.42637741556788,15.93078397672522,12.830889293549301,10.405467436545301,6.405774239288166,5.049184529594639,0.8013229333737532,3.344621675662119,-4.17716810810588,3.8565886303443975,-7.221544379356271,6.193145868993092,-9.052142806038338,7.533294772855881,-8.81740312947388,7.069698291372951,-7.081114932946715,5.619149296912979,-5.376883990596128,4.925456505494719,5584.6974206349205,1141.758520223419,0.23931600153446198,0.19165468215942383,0.24950396825396826
member2,approve,time_stretched,-277.8610534667969,96.607177734375,28.51702308654785,29.19242286682129,28.30252456665039,24.795106887817383,21.35344696044922,19.937721252441406,14.2128267288208,13.619443893432617,7.4708991050720215,6.878634452819824,1.7692947387695312,3.2854654788970947,-4.935501575469971,4.6826581954956055,-7.857411861419678,7.798699378967285,-9.879714012145996,8.984210968017578,-9.673027038574219,9.762764930725098,-7.281985282897949,7.659736156463623,-5.604966640472412,7.067661762237549,3733.1349206349205,2697.003044979513,0.14814473688602448,0.16061781346797943,0.17645554315476192
member2,confirm,original,-200.8860626220703,20.696430206298828,32.2252311706543,28.807024002075195,32.31214904785156,24.729555130004883,27.62583351135254,20.479795455932617,20.060556411743164,15.436079025268555,13.115418434143066,10.816043853759766,6.786604404449463,5.958266258239746,1.271256446838379,3.1425609588623047,-2.656297445297241,3.6766881942749023,-6.625142574310303,6.318620681762695,-8.355106353759766,7.057703495025635,-9.660088539123535,8.460095405578613,-8.843247413635254,8.079764366149902,4049.8511904761904,2338.940347987104,0.24507711827754974,0.1863844394683838,0.24610150049603174
member2,confirm,pitch_shifted,-240.9544219970703,26.017616271972656,44.788761138916016,30.059480667114258,37.98637771606445,24.954172134399414,34.253822326660156,19.15603256225586,17.027570724487305,12.256176948547363,13.354887962341309,5.9835100173950195,-1.5375343561172485,2.799370765686035,-3.3253092765808105,5.5510573387146,-14.451750755310059,8.779144287109375,-10.956439018249512,9.168746948242188,-15.836021423339844,9.363797187805176,-7.906278610229492,7.914285182952881,-10.281502723693848,5.918280124664307,3039.558531746032,2675.5422744112707,0.19769728183746338,0.15235203504562378,0.17303757440476192
member2,confirm,noisy,-132.2743774090228,15.785265956226166,23.903733056355836,23.267564011747258,24.703450048676352,21.021570340492907,21.46204199297293,17.688405271644065,15.999060227366687,13.723471792000485,11.304713541632921,9.00613141385486,6.291309121822148,5.120665886327538,1.4734730323709817,2.783054525029673,-1.8218555933275338,3.0005246921017705,-5.793720789273984,5.288311313424937,-6.838463255370416,6.347718216070011,-7.59069853984971,7.169906806115627,-7.168488615649465,6.410991943195882,5500.372023809524,1114.6532408221708,0.24961449205875397,0.18177521228790283,0.24914744543650794
member2,confirm,time_stretched,-273.08056640625,97.85196685791016,33.21080780029297,27.921863555908203,33.3055305480957,24.335216522216797,28.197071075439453,20.65929412841797,21.043720245361328,15.85915470123291,12.935599327087402,10.325912475585938,6.62470817565918,6.062927722930908,1.9119821786880493,2.77666974067688,-2.129239797592163,3.6199066638946533,-6.10307502746582,6.399629592895508,-8.199589729309082,6.994245529174805,-9.428333282470703,8.482839584350586,-8.479537963867188,7.488919734954834,3301.4632936507937,2554.4106988806475,0.1767573207616806,0.15994814038276672,0.14660838293650794
member3,approve,original,-200.9199981689453,22.39434242248535,28.943450927734375,30.186717987060547,22.14712905883789,21.140121459960938,10.01143741607666,10.271804809570312,0.30379366874694824,2.3505160808563232,-7.311580657958984,7.044924736022949,-9.896968841552734,9.719131469726562,-9.040178298950195,8.87360668182373,-5.814924240112305,6.114017963409424,-2.954533576965332,3.4509799480438232,-2.5048201084136963,3.1138288974761963,-3.5305635929107666,4.497771739959717,-5.271008491516113,5.596458911895752,4201.8849206349205,2366.0432016489553,0.2374090552330017,0.1996220499277115,0.2481011284722222
member3,approve,pitch_shifted,-242.53822326660156,29.800390243530273,37.711181640625,33.19223403930664,20.987531661987305,19.064748764038086,7.338115215301514,4.6425580978393555,-11.797365188598633,7.19596529006958,-11.035298347473145,10.996068954467773,-13.125234603881836,9.788493156433105,-3.423882246017456,6.2439446449279785,-4.614935398101807,4.34457540512085,-0.4329938590526581,3.5073227882385254,-9.433300971984863,6.388518333435059,-8.899629592895508,7.853437423706055,-15.190716743469238,9.491451263427734,3354.1666666666665,2702.581604249716,0.19491179287433624,0.16688001155853271,0.21013919890873015
member3,approve,noisy,-134.96162143517807,16.19425639183093,20.852542676605523,22.725381440956625,17.67504594387383,16.40589921645582,8.14836275273038,9.091492103344736,1.0005530892121908,2.690296055649364,-5.676582424866013,5.501151910933461,-8.670896308637998,7.186751803288282,-7.416117985473877,7.102769678414271,-4.230211843297937,4.983868964092793,-2.782134539511815,3.427504914233756,-2.317929440863277,3.379660832749876,-3.610160566605965,3.1789843766583914,-5.104998265204646,4.916826857976535,5579.737103174603,1148.3368203173961,0.24252063035964966,0.19439204037189484,0.2568204365079365
member3,approve,time_stretched,-275.8878173828125,97.07662200927734,27.314897537231445,29.411319732666016,21.351299285888672,20.976316452026367,9.77059555053711,10.221211433410645,-0.8200879693031311,2.7696406841278076,-8.156207084655762,7.199007511138916,-9.421613693237305,9.317782402038574,-8.304201126098633,8.469082832336426,-5.474772930145264,5.872702598571777,-1.6849628686904907,3.8947224617004395,-1.6006053686141968,3.1091275215148926,-3.5477187633514404,4.384454250335693,-4.800016403198242,5.364604949951172,4018.1051587301586,2652.586257672506,0.12604323029518127,0.16059714555740356,0.18434554811507936
member3,confirm,original,-197.62020874023438,23.68512535095215,32.73881530761719,31.006481170654297,27.333498001098633,22.59007453918457,14.956561088562012,12.591565132141113,1.9819222688674927,3.2221288681030273,-5.8225274085998535,5.315112113952637,-10.933335304260254,9.293875694274902,-10.911453247070312,10.731006622314453,-8.542881965637207,7.5108466148376465,-6.021895885467529,4.4079203605651855,-2.744206666946411,2.574535608291626,-1.8320072889328003,2.686478614807129,-3.7042720317840576,3.6131463050842285,4081.2251984126983,2300.4379033275236,0.24658124148845673,0.18819913268089294,0.24972098214285715
member3,confirm,pitch_shifted,-237.69424438476562,29.05675506591797,43.2994499206543,30.73870277404785,27.244436264038086,19.364151000976562,12.239049911499023,7.693115234375,-8.924531936645508,5.293100833892822,-10.363948822021484,9.224526405334473,-17.321197509765625,11.149921417236328,-7.118992328643799,7.567983150482178,-8.281208992004395,3.594442367553711,-0.3525325357913971,3.3927621841430664,-6.307581901550293,3.8681838512420654,-5.412346363067627,6.365401268005371,-14.814842224121094,7.9845380783081055,3846.6021825396824,2199.094706225069,0.15163934230804443,0.12874151766300201,0.18656994047619047
member3,confirm,noisy,-131.94522823948344,17.811422141476807,24.1698602753395,24.213272171793122,20.78566871014785,17.623947129157447,12.51663300122642,9.97394860735082,3.2725783941787507,2.912788996907718,-3.580391530821559,4.7501918532225575,-8.301097994663527,7.727895788612856,-9.66446518625824,8.118504794740012,-8.174538981681852,6.007453901192336,-5.4171460859256495,4.806875692128685,-2.649688067442046,3.7329390640646407,-1.7929146637797173,2.4619117928712417,-3.2871423052942275,2.9869337025728466,5483.878968253968,1149.0180588172761,0.2508334815502167,0.18362973630428314,0.25007750496031744
member3,confirm,time_stretched,-274.95404052734375,107.61083984375,32.67607116699219,30.089618682861328,27.81257438659668,21.395601272583008,15.20715045928955,11.466878890991211,2.6194984912872314,3.361553192138672,-5.804394721984863,5.244401931762695,-12.030253410339355,8.684967994689941,-11.942948341369629,10.2467041015625,-8.635560989379883,8.401453018188477,-6.721531391143799,5.64556884765625,-2.838103771209717,2.8479230403900146,-1.6753348112106323,3.187915802001953,-2.873161792755127,4.526218891143799,3589.285714285714,2426.914764882821,0.14949993789196014,0.14253395795822144,0.15100291418650794
